date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:57:47	201532/201532	---MCZ	200	added ('OK')	image/png	etag:W/%2261b7d7ce-3133c%22	https://mediaman.ma/assets/media/team_S/YASSINE.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/team_S/YASSINE.png	(from https://mediaman.ma/about)
12:57:47	40499/40499	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2261c1d97e-9e33%22	https://mediaman.ma/assets/media/team_S/RACHID_.jpg	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/team_S/RACHID_.jpg	(from https://mediaman.ma/about)
12:57:49	171640/171640	---MCZ	200	added ('OK')	image/png	etag:W/%2261b7d7b2-29e78%22	https://mediaman.ma/assets/media/team_S/ABDULLAH.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/team_S/ABDULLAH.png	(from https://mediaman.ma/about)
12:57:49	199100/199100	---MCZ	200	added ('OK')	image/png	etag:W/%2261b7d810-309bc%22	https://mediaman.ma/assets/media/team_S/HICHAM.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/team_S/HICHAM.png	(from https://mediaman.ma/about)
12:57:49	220148/220148	---MCZ	200	added ('OK')	image/png	etag:W/%2261b7d8e0-35bf4%22	https://mediaman.ma/assets/media/team_S/HAJAR.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/team_S/HAJAR.png	(from https://mediaman.ma/about)
12:57:50	134670/134670	---MCZ	200	added ('OK')	image/png	etag:W/%2261b7d7f4-20e0e%22	https://mediaman.ma/assets/media/team_S/LATIFA.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/team_S/LATIFA.png	(from https://mediaman.ma/about)
12:57:51	149200/149200	---MCZ	200	added ('OK')	image/png	etag:W/%2261b7d788-246d0%22	https://mediaman.ma/assets/media/team_S/AYOUB%20AIT.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/team_S/AYOUB%20AIT.png	(from https://mediaman.ma/about)
12:57:51	176561/176561	---MCZ	200	added ('OK')	image/png	etag:W/%2261b7d7fa-2b1b1%22	https://mediaman.ma/assets/media/team_S/HICHAM%20T.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/team_S/HICHAM%20T.png	(from https://mediaman.ma/about)
12:57:52	25411/25411	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb234-6343%22	https://mediaman.ma/assets/media/others/circle-1.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/circle-1.png	(from https://mediaman.ma/about)
12:57:53	206652/206652	---MCZ	200	added ('OK')	image/png	etag:W/%2261b7d802-3273c%22	https://mediaman.ma/assets/media/team_S/hicham%20idaamer.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/team_S/hicham%20idaamer.png	(from https://mediaman.ma/about)
12:57:53	176588/176588	---MCZ	200	added ('OK')	image/png	etag:W/%2261b7d7ec-2b1cc%22	https://mediaman.ma/assets/media/team_S/MOHAMMED.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/team_S/MOHAMMED.png	(from https://mediaman.ma/about)
12:57:53	171379/171379	---MCZ	200	added ('OK')	image/png	etag:W/%2261b7d7dc-29d73%22	https://mediaman.ma/assets/media/team_S/SOULAIMAN.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/team_S/SOULAIMAN.png	(from https://mediaman.ma/about)
12:57:53	5863/5863	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb23e-16e7%22	https://mediaman.ma/assets/media/others/line-3.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/line-3.png	(from https://mediaman.ma/about)
12:57:53	2588/2588	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb22e-a1c%22	https://mediaman.ma/assets/media/others/bubble-5.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-5.png	(from https://mediaman.ma/about)
12:57:54	13796/13796	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb222-35e4%22	https://mediaman.ma/assets/media/others/bubble-20.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-20.png	(from https://mediaman.ma/branding)
12:57:54	131409/131409	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb24a-20151%22	https://mediaman.ma/assets/media/project/project-2.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/project/project-2.png	(from https://mediaman.ma/branding)
12:58:06	764250/764250	---MCZ	200	added ('OK')	image/png	etag:W/%2261a7fc3e-ba95a%22	https://mediaman.ma/assets/design/1.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/design/1.png	(from https://mediaman.ma/branding)
12:58:15	1682112/1682112	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2261a7fc56-19aac0%22	https://mediaman.ma/assets/design/4.jpg	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/design/4.jpg	(from https://mediaman.ma/branding)
12:58:17	1720617/1720617	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2261a7fc62-1a4129%22	https://mediaman.ma/assets/design/5.jpg	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/design/5.jpg	(from https://mediaman.ma/branding)
12:58:19	34892/34892	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb234-884c%22	https://mediaman.ma/assets/media/others/circle-2.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/circle-2.png	(from https://mediaman.ma/branding)
12:58:20	3512/3512	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb222-db8%22	https://mediaman.ma/assets/media/others/bubble-2.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-2.png	(from https://mediaman.ma/branding)
12:58:26	1756/1756	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb21c-6dc%22	https://mediaman.ma/assets/media/others/bubble-1.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-1.png	(from https://mediaman.ma/branding)
12:58:27	5521/5521	---MCZ	200	added ('OK')	image/png	etag:W/%22620280e5-1591%22	https://mediaman.ma/assets/img/branding/Icons-04.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/img/branding/Icons-04.png	(from https://mediaman.ma/branding)
12:58:28	6508/6508	---MCZ	200	added ('OK')	image/png	etag:W/%22620280e6-196c%22	https://mediaman.ma/assets/img/branding/Icons-01.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/img/branding/Icons-01.png	(from https://mediaman.ma/branding)
12:58:30	5705/5705	---MCZ	200	added ('OK')	image/png	etag:W/%22620280e5-1649%22	https://mediaman.ma/assets/img/branding/Icons-05.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/img/branding/Icons-05.png	(from https://mediaman.ma/branding)
12:58:30	5395694/5395694	---MCZ	200	added ('OK')	image/png	etag:W/%2261a7fc4a-5254ee%22	https://mediaman.ma/assets/design/2.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/design/2.png	(from https://mediaman.ma/branding)
12:58:30	5486/5486	---MCZ	200	added ('OK')	image/png	etag:W/%22620280e8-156e%22	https://mediaman.ma/assets/img/branding/Icons-03.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/img/branding/Icons-03.png	(from https://mediaman.ma/branding)
12:58:32	5997/5997	---MCZ	200	added ('OK')	image/png	etag:W/%22620280e6-176d%22	https://mediaman.ma/assets/img/branding/Icons-06.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/img/branding/Icons-06.png	(from https://mediaman.ma/branding)
12:58:32	4609/4609	---MCZ	200	added ('OK')	image/png	etag:W/%22620280e7-1201%22	https://mediaman.ma/assets/img/branding/Icons-02.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/img/branding/Icons-02.png	(from https://mediaman.ma/branding)
12:58:32	6524/6524	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb202-197c%22	https://mediaman.ma/assets/media/icon/icon-1.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/icon/icon-1.png	(from https://mediaman.ma/branding)
12:58:33	5125/5125	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb206-1405%22	https://mediaman.ma/assets/media/icon/icon-2.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/icon/icon-2.png	(from https://mediaman.ma/branding)
12:58:33	7114/7114	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb216-1bca%22	https://mediaman.ma/assets/media/icon/icon-6.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/icon/icon-6.png	(from https://mediaman.ma/branding)
12:58:34	6545/6545	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb228-1991%22	https://mediaman.ma/assets/media/others/bubble-32.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-32.png	(from https://mediaman.ma/development-web)
12:58:38	14234/14234	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb228-379a%22	https://mediaman.ma/assets/media/others/bubble-33.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-33.png	(from https://mediaman.ma/development-web)
12:58:38	248013/248013	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb1ea-3c8cd%22	https://mediaman.ma/assets/media/banner/banner-thumb-6.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/banner/banner-thumb-6.png	(from https://mediaman.ma/development-web)
12:58:39	988/988	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb22c-3dc%22	https://mediaman.ma/assets/media/others/bubble-4.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-4.png	(from https://mediaman.ma/development-web)
12:58:39	2123/2123	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb228-84b%22	https://mediaman.ma/assets/media/others/bubble-30.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-30.png	(from https://mediaman.ma/development-web)
12:58:39	515/515	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb228-203%22	https://mediaman.ma/assets/media/others/bubble-31.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-31.png	(from https://mediaman.ma/development-web)
12:58:41	150391/150391	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb230-24b77%22	https://mediaman.ma/assets/media/others/case-study-1.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/case-study-1.png	(from https://mediaman.ma/development-web)
12:58:41	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2011:58:42%20GMT	https://mediaman.ma/single-case-study.html	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/single-case-study.html	(from https://mediaman.ma/development-web)
12:58:44	6794201/6794201	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2261a7fc72-67abd9%22	https://mediaman.ma/assets/design/7.jpg	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/design/7.jpg	(from https://mediaman.ma/branding)
12:58:44	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2011:58:44%20GMT	https://mediaman.ma/single-portfolio.html	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/single-portfolio.html	(from https://mediaman.ma/development-web)
12:58:45	228191/228191	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb248-37b5f%22	https://mediaman.ma/assets/media/project/mobile-mockup.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/project/mobile-mockup.png	(from https://mediaman.ma/development-web)
12:58:45	35017/35017	---MCZ	200	added ('OK')	image/png	etag:W/%2261b50a6c-88c9%22	https://mediaman.ma/projects/alhanane.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/projects/alhanane.png	(from https://mediaman.ma/development-web)
12:58:46	165119/165119	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb230-284ff%22	https://mediaman.ma/assets/media/others/case-study-2.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/case-study-2.png	(from https://mediaman.ma/development-web)
12:58:46	31141/31141	---MCZ	200	added ('OK')	image/png	etag:W/%2261b50928-79a5%22	https://mediaman.ma/projects/eskelah.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/projects/eskelah.png	(from https://mediaman.ma/development-web)
12:58:47	37522/37522	---MCZ	200	added ('OK')	image/png	etag:W/%2264563bb0-9292%22	https://mediaman.ma/projects/newartksapng.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/projects/newartksapng.png	(from https://mediaman.ma/development-web)
12:58:47	451/451	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261a65e86-1c3%22	https://mediaman.ma/assets/tiktok-brands.svg	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/tiktok-brands.svg	(from https://mediaman.ma/digital-advertising)
12:58:53	3731915/3731915	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2261a7fc6a-38f1cb%22	https://mediaman.ma/assets/design/6.jpg	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/design/6.jpg	(from https://mediaman.ma/branding)
12:58:53	268639/268639	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3e740-4195f%22	https://mediaman.ma/assets/media/thumbnails/header1.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/header1.png	(from https://mediaman.ma/video-production)
12:58:54	286287/286287	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb232-45e4f%22	https://mediaman.ma/assets/media/others/case-study-4.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/case-study-4.png	(from https://mediaman.ma/digital-advertising)
12:58:54	563426/563426	---MCZ	200	added ('OK')	image/png	etag:W/%22619d2be4-898e2%22	https://mediaman.ma/assets/media/banner/banner-thumb-77.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/banner/banner-thumb-77.png	(from https://mediaman.ma/digital-advertising)
12:58:55	5438/5438	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb22c-153e%22	https://mediaman.ma/assets/media/others/bubble-39.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-39.png	(from https://mediaman.ma/video-production)
12:58:55	9684/9684	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb22a-25d4%22	https://mediaman.ma/assets/media/others/bubble-38.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-38.png	(from https://mediaman.ma/video-production)
12:58:56	544/544	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb22c-220%22	https://mediaman.ma/assets/media/others/bubble-40.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-40.png	(from https://mediaman.ma/video-production)
12:58:56	405/405	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb22c-195%22	https://mediaman.ma/assets/media/others/bubble-41.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-41.png	(from https://mediaman.ma/video-production)
12:58:56	5677/5677	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb20c-162d%22	https://mediaman.ma/assets/media/icon/icon-3.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/icon/icon-3.png	(from https://mediaman.ma/video-production)
12:58:56	14756/14756	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb242-39a4%22	https://mediaman.ma/assets/media/others/line-9.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/line-9.png	(from https://mediaman.ma/video-production)
12:58:57	4311/4311	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb22e-10d7%22	https://mediaman.ma/assets/media/others/bubble-42.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-42.png	(from https://mediaman.ma/video-production)
12:58:57	777/777	---MCZ	200	added ('OK')	image/png	etag:W/%22618eb22e-309%22	https://mediaman.ma/assets/media/others/bubble-43.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/others/bubble-43.png	(from https://mediaman.ma/video-production)
12:58:58	125138/125138	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d708-1e8d2%22	https://mediaman.ma/assets/media/thumbnails/1.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/1.png	(from https://mediaman.ma/video-production)
12:58:58	70483/70483	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d708-11353%22	https://mediaman.ma/assets/media/thumbnails/3.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/3.png	(from https://mediaman.ma/video-production)
12:58:59	113223/113223	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d70a-1ba47%22	https://mediaman.ma/assets/media/thumbnails/4.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/4.png	(from https://mediaman.ma/video-production)
12:58:59	96368/96368	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d708-17870%22	https://mediaman.ma/assets/media/thumbnails/2.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/2.png	(from https://mediaman.ma/video-production)
12:59:00	103475/103475	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d70a-19433%22	https://mediaman.ma/assets/media/thumbnails/7.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/7.png	(from https://mediaman.ma/video-production)
12:59:00	149916/149916	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d70a-2499c%22	https://mediaman.ma/assets/media/thumbnails/6.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/6.png	(from https://mediaman.ma/video-production)
12:59:00	20273/20273	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d702-4f31%22	https://mediaman.ma/assets/media/thumbnails/9.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/9.png	(from https://mediaman.ma/video-production)
12:59:01	113878/113878	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d70c-1bcd6%22	https://mediaman.ma/assets/media/thumbnails/8.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/8.png	(from https://mediaman.ma/video-production)
12:59:01	114166/114166	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d702-1bdf6%22	https://mediaman.ma/assets/media/thumbnails/10.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/10.png	(from https://mediaman.ma/video-production)
12:59:01	96244/96244	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d702-177f4%22	https://mediaman.ma/assets/media/thumbnails/11.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/11.png	(from https://mediaman.ma/video-production)
12:59:01	46284/46284	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d704-b4cc%22	https://mediaman.ma/assets/media/thumbnails/12.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/12.png	(from https://mediaman.ma/video-production)
12:59:01	36585/36585	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d704-8ee9%22	https://mediaman.ma/assets/media/thumbnails/13.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/13.png	(from https://mediaman.ma/video-production)
12:59:02	92669/92669	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d706-169fd%22	https://mediaman.ma/assets/media/thumbnails/15.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/15.png	(from https://mediaman.ma/video-production)
12:59:02	85036/85036	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d704-14c2c%22	https://mediaman.ma/assets/media/thumbnails/14.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/14.png	(from https://mediaman.ma/video-production)
12:59:02	51533/51533	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d706-c94d%22	https://mediaman.ma/assets/media/thumbnails/17.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/17.png	(from https://mediaman.ma/video-production)
12:59:02	68371/68371	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d706-10b13%22	https://mediaman.ma/assets/media/thumbnails/16.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/16.png	(from https://mediaman.ma/video-production)
12:59:03	115412/115412	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d708-1c2d4%22	https://mediaman.ma/assets/media/thumbnails/19.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/19.png	(from https://mediaman.ma/video-production)
12:59:04	110286/110286	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3d706-1aece%22	https://mediaman.ma/assets/media/thumbnails/18.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/18.png	(from https://mediaman.ma/video-production)
12:59:04	62126/62126	---MCZ	200	added ('OK')	image/png	etag:W/%2261b3da58-f2ae%22	https://mediaman.ma/assets/media/thumbnails/20.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/20.png	(from https://mediaman.ma/video-production)
12:59:19	1216622/1216622	---MCZ	200	added ('OK')	image/png	etag:W/%2262a08802-12906e%22	https://mediaman.ma/assets/media/thumbnails/22.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/22.png	(from https://mediaman.ma/video-production)
12:59:19	2011846/2011846	---MCZ	200	added ('OK')	image/png	etag:W/%2262a082dd-1eb2c6%22	https://mediaman.ma/assets/media/thumbnails/21.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/21.png	(from https://mediaman.ma/video-production)
12:59:19	1369920/1369920	---MCZ	200	added ('OK')	image/png	etag:W/%2262a089a3-14e740%22	https://mediaman.ma/assets/media/thumbnails/24.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/24.png	(from https://mediaman.ma/video-production)
12:59:21	1539459/1539459	---MCZ	200	added ('OK')	image/png	etag:W/%2262a0885d-177d83%22	https://mediaman.ma/assets/media/thumbnails/23.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/23.png	(from https://mediaman.ma/video-production)
12:59:34	1591253/1591253	---MCZ	200	added ('OK')	image/png	etag:W/%2262a08a14-1847d5%22	https://mediaman.ma/assets/media/thumbnails/25.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/25.png	(from https://mediaman.ma/video-production)
12:59:36	1241046/1241046	---MCZ	200	added ('OK')	image/png	etag:W/%2262a08aa1-12efd6%22	https://mediaman.ma/assets/media/thumbnails/26.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/26.png	(from https://mediaman.ma/video-production)
12:59:37	1312899/1312899	---MCZ	200	added ('OK')	image/png	etag:W/%2262a08be8-140883%22	https://mediaman.ma/assets/media/thumbnails/27.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/27.png	(from https://mediaman.ma/video-production)
12:59:38	562666/562666	---MCZ	200	added ('OK')	image/png	etag:W/%2262a08c87-895ea%22	https://mediaman.ma/assets/media/thumbnails/28.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/28.png	(from https://mediaman.ma/video-production)
12:59:42	906758/906758	---MCZ	200	added ('OK')	image/png	etag:W/%2262a08eb4-dd606%22	https://mediaman.ma/assets/media/thumbnails/29.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/29.png	(from https://mediaman.ma/video-production)
12:59:50	766189/766189	---MCZ	200	added ('OK')	image/png	etag:W/%2262a09065-bb0ed%22	https://mediaman.ma/assets/media/thumbnails/31.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/31.png	(from https://mediaman.ma/video-production)
12:59:55	1200505/1200505	---MCZ	200	added ('OK')	image/png	etag:W/%2262a08fa6-125179%22	https://mediaman.ma/assets/media/thumbnails/30.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/30.png	(from https://mediaman.ma/video-production)
12:59:55	868827/868827	---MCZ	200	added ('OK')	image/png	etag:W/%2262a0922e-d41db%22	https://mediaman.ma/assets/media/thumbnails/33.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/33.png	(from https://mediaman.ma/video-production)
13:00:00	892041/892041	---MCZ	200	added ('OK')	image/png	etag:W/%2262a0930d-d9c89%22	https://mediaman.ma/assets/media/thumbnails/35.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/35.png	(from https://mediaman.ma/video-production)
13:00:02	869120/869120	---MCZ	200	added ('OK')	image/png	etag:W/%2262a09263-d4300%22	https://mediaman.ma/assets/media/thumbnails/34.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/34.png	(from https://mediaman.ma/video-production)
13:00:02	370290/370290	---MCZ	200	added ('OK')	image/png	etag:W/%2262a09367-5a672%22	https://mediaman.ma/assets/media/thumbnails/36.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/36.png	(from https://mediaman.ma/video-production)
13:00:03	1210664/1210664	---MCZ	200	added ('OK')	image/png	etag:W/%2262a09174-127928%22	https://mediaman.ma/assets/media/thumbnails/32.png	C:/My%20Web%20Sites/fillie%20zebsite%20media%20man/mediaman.ma/assets/media/thumbnails/32.png	(from https://mediaman.ma/video-production)
